run_name,depth,architecture,replicate,checkpoint_step,probe_type,raw_output_norm_ratio_mean,ci_masked_output_norm_ratio_mean,raw_output_contraction_gap,ci_output_contraction_gap,raw_output_mse,ci_masked_output_mse,raw_jacobian_fro_ratio_mean,ci_jacobian_fro_ratio_mean,raw_jacobian_contraction_gap,ci_jacobian_contraction_gap
exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,35000,exhaustive,0.935433566570282,0.88428795337677,0.06456643342971802,0.11571204662322998,0.00030072248773649335,0.015496468171477318,0.9982440554629399,1.8686752237381483,0.0017559445370600724,-0.8686752237381483
exp_07_tms_5_2_5layer_tied_rep1,5,tied,1,40000,exhaustive,0.9362853169441223,0.8824979066848755,0.06371468305587769,0.11750209331512451,0.00020482888794504106,0.015488086268305779,0.99897375872251,1.8617930677922339,0.0010262412774899587,-0.8617930677922339
exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,5000,exhaustive,5936112.5,9479035.0,-5936111.5,-9479034.0,3.5492354072630405e-05,0.00048010231694206595,171005070210.31796,0.43867131260558595,-171005070209.31796,0.5613286873944141
exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,10000,exhaustive,107139968.0,9479035.0,-107139967.0,-9479034.0,0.0006849346682429314,0.0005513542564585805,250674581528.95395,0.5759493029429785,-250674581527.95395,0.4240506970570215
exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,15000,exhaustive,42609528.0,9479035.0,-42609527.0,-9479034.0,0.0004859156033489853,0.0003128431853838265,177669465542.67828,0.7001482362415657,-177669465541.67828,0.29985176375843425
exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,20000,exhaustive,173596304.0,9479036.0,-173596303.0,-9479035.0,0.0003899086732417345,0.0018374240025877953,176072263718.48672,0.8367054980425774,-176072263717.48672,0.16329450195742257
exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,25000,exhaustive,63036516.0,9479036.0,-63036515.0,-9479035.0,0.0004354286938905716,0.0018027698388323188,530598449708.28796,0.8283823471020462,-530598449707.28796,0.17161765289795383
exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,30000,exhaustive,29305972.0,9479035.0,-29305971.0,-9479034.0,0.00035031314473599195,0.0010529785649850965,176377892495.04208,0.7542432993809978,-176377892494.04208,0.24575670061900223
exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,35000,exhaustive,29690826.0,9479035.0,-29690825.0,-9479034.0,0.00033426593290641904,0.000604639237280935,176367485524.0542,0.7169778507219322,-176367485523.0542,0.2830221492780678
exp_07_tms_5_2_5layer_untied_rep1,5,untied,1,40000,exhaustive,1.0095481872558594,9479035.0,-0.009548187255859375,-9479034.0,0.00033750111469998956,0.0005915213841944933,0.9189904865757779,0.7144200835750604,0.08100951342422213,0.28557991642493963
